GENE_NAME	human.mean
CAVIN4	0.13
ZNF296	0.2
HOXB9	0
TTLL6	0.03
POLH	2.57
SYT9	0.89
CLCN4	1.72
KCNS3	1.345
KIF5B	5.195
GPR37	2.775
AKAP13	16.99
CDCA4	1.355
SDR16C5	0.02
DYDC1	0.22
CHCHD7	12.66
HTRA3	0.835
NLE1	5.97
FOXN2	2.3
BFSP2	0
FSHR	0
CEL	0.145
PPM1D	1.44
KBTBD2	3.455
RIOX2	7.535
KIAA0232	3.405
MTSS1	39.825
TMEM43	6.135
RNF139	8.84
RPS9	1068.34
CYTL1	0.11
FNDC8	0.055
TRH	0
MSANTD4	2.23
OSCAR	0.59
PAQR8	0.385
TANC2	0.895
PKHD1	0.355
CAVIN3	2.91
DCDC1	0.37
HAS2	0
KDM5A	4.36
PDGFD	0.335
DDI1	0
HS6ST2	0.015
PYGO1	0.025
LRRC8E	2.645
PKIA	0.08
ADAM11	0.18
OR13H1	0
FEZ2	5.77
ALK	0
NIPAL3	1.835
PPP2R3A	0.49
MTM1	3.53
INSR	14.875
MFN1	3.665
GIMAP8	2.465
NRTN	26.69
KCNMB3	0.605
KCNG3	0
PRKCE	4.155
OR2K2	0
JAGN1	28.15
TADA3	18.155
SOCS5	1.345
MORN4	1.745
ZNF672	10.29
ZNF692	9.655
ABCB11	8.795
NAIF1	3.3
RBKS	12.74
GRIK1	0.04
TRIM8	22.705
DHRS9	0.31
NETO2	0.075
SCAND1	71.52
LRG1	67.945
SHCBP1	0.1
CD5L	12.16
SOSTDC1	0.04
NPTX1	0.01
GAA	40.19
CANT1	7.795
KCNK3	0.385
CHST11	0.6
CHD7	2.91
PTGS2	0.14
LURAP1	0.365
CLCN5	4.975
KCND3	3.175
KRT9	0
PDE7B	0.875
KRT20	0
GLOD5	2.805
KSR2	0.03
MCC	5.575
ZBTB26	0.41
MAP3K13	5.525
DSEL	0.335
POLR1C	13.675
ASXL1	9.905
DLK2	0.38
ZNF318	2.545
WIPF2	5.225
HOPX	1.04
ST6GAL1	143.585
LRRC8C	0.215
MROH2B	0.015
OR1N2	0
COL24A1	0.045
ETFDH	59.21
RXFP1	0.26
LPAR3	0.065
PTGER4	0.775
OTP	0.01
ECEL1	0
BCL2L1	40.145
FGG	2094.365
AP2B1	8.39
PICALM	29.61
FGB	4141.02
PLRG1	16.9
DNAI2	0.03
NMUR1	0.41
CLSTN1	5.72
NSF	4.485
PIK3CD	1.43
SLC25A33	2.42
ENC1	3.31
SPSB1	2.43
P2RY6	0.47
S100Z	0.02
GPR82	0.9
GPR34	0.235
ATF7IP	2.335
RGS19	2.46
TCEA2	92.445
ANO5	0.475
HDAC3	30.79
SPATA46	0.14
GPHN	13.21
VAT1L	0.18
CLASP1	3.49
TMEM51	1.14
CAMTA1	39.74
LGALS4	21.25
LRRC34	0.16
PAH	315.62
SPATA5L1	3.785
GATM	748.84
NXNL1	0.02
RASGRP4	0.625
MRPS34	96.21
NHLH1	0.035
SLFNL1	1.2
BCL2	0.255
RHNO1	1.14
CTPS1	36.485
KNDC1	0.03
METTL18	1.12
COL8A2	0.085
NOTCH3	1.585
PCDHB1	0
ANGPTL7	0.325
FBXL14	3.985
EXOSC10	10.965
MLLT3	0.82
TRAPPC12	22.3
MRM3	13.94
PTEN	14.035
PRNP	15.9
ADRA1D	0.005
PPP2R2C	0.03
FRMD5	0.035
AQP4	0.045
TLN2	1.105
ZNF217	1.625
SCG2	0
ATPAF2	20.735
CYP4F22	29.47
FOXB1	0
PPIH	6.655
C20orf196	0.92
JMJD1C	7.685
SYNPO	18.6
THOP1	73.45
GAP43	0
EPHX4	0.15
LAMB2	115.47
USP19	13.815
QARS	48.195
TAC1	0
CDHR2	15.65
KLF11	3.745
LRRC15	0.02
EIF2AK3	2.67
MOB3A	3.485
NME6	6.53
CD8B	0.82
CALB2	0
SNCB	0.06
SLC9C1	0.015
FRMD3	0.165
SNTB1	26.635
MTBP	0.44
MALT1	1.905
ISG20	5.04
TSG101	24.7
MBOAT1	1.895
ID4	0.295
GPR22	0
CXCR6	1
CEBPB	81.185
ATOH1	0
C5orf34	0.14
NEGR1	0.485
DPAGT1	14.625
BSG	135.76
HINFP	7.505
OR10V1	0
CERS6	1.675
ATP2A3	2.8
SPTLC3	2.83
B3GALT1	0.01
OR5A1	0
POP7	34.965
ALG14	3.54
CA12	1.105
SUCLG2	47.02
STARD5	14.355
CSDC2	0.53
IL16	3.52
ABCG4	0.13
GNB2	99.145
CFAP53	0.215
MCRIP2	52.925
MGLL	76.255
C2CD2L	5.975
GNG12	5.375
PRSS27	0.525
MYOZ2	0.005
SYNPO2	1.145
DNAJB7	0.06
NTN4	5.27
EFCAB3	0
TTC36	186.91
RSPH9	0.19
GTPBP2	6.545
IL17D	0.16
OR5AR1	0
FUT9	0.005
BCS1L	19.5
ZNF24	4.44
MANEA	1.795
AFF1	5.605
ACOT12	16.875
FIBP	18.215
CARNS1	0.505
NUAK1	1.2
BANP	10.39
PPP1CA	62.49
HCFC1	5.81
FAM170B	0.025
CTSW	3.155
NIPAL4	0
SNTG2	0
FNDC9	0.015
PDE3A	0.155
ZNF263	6.015
DPP8	1.935
RASGRP1	0.25
KLHL6	0.64
CHCHD1	23.41
MRPL52	51.39
SMPDL3A	12.945
RAD9A	5.52
EFEMP2	6.68
TMEM134	37.51
SLC24A1	1.305
ZMAT3	1.975
ZFAND4	3.845
THEMIS	0.075
MOS	0
CORO1B	26.285
FUT10	1.75
LRRC20	10.66
ZNF532	1.59
MUS81	11.665
PURG	0.095
EFCAB12	0.55
SCARF1	4.5
FAM192A	18.815
RAB43	10.43
FADS6	3.235
RAB37	7.925
SNX32	0.065
CYP7B1	3.345
OVOL1	0.04
LMAN1	24.84
CES4A	8.38
PDP2	2.32
KRT2	0
METAP1D	2.41
EGFL7	19.92
HACD3	29.985
DHCR7	201.54
LVRN	0
NBEA	0.105
MRGPRF	4.095
OXSR1	5.045
IPCEF1	0.27
LCLAT1	2.54
KAT5	12.12
GXYLT2	0.065
DCAKD	18.495
ARPP21	0.125
ZZEF1	4
CCDC96	0.31
RELA	36.61
EVC2	0.195
FAM222B	4.89
RXFP4	0
HPSE	0.255
NOX3	0
COQ2	3.635
CCDC63	0.01
LRRN3	0.3
KDM2A	13.355
ADCK5	6.355
NOC3L	1.955
RHOD	54.575
RAPH1	13.355
ADCY5	1.175
ABCD2	0.02
AHSA2	11.855
ABLIM3	11.245
CX3CL1	7.775
SLC12A1	0
MAB21L3	0.7
VANGL1	1.535
IQCB1	2.02
SYT12	9.435
GOLGB1	9.62
C11orf86	0.015
LIPM	0
GPR151	0
DMRT2	0
MYDGF	141.24
PLAC8L1	0.495
GPR137	22.455
SNCG	2.83
MMRN2	4.495
TNKS	2.065
PPP1R3B	92.56
ANO8	1.93
STOX2	0.99
MAP3K11	58.25
TRIB1	13.665
SFT2D3	2.7
C1QB	59.93
C1QA	59.495
NDNF	0.21
TUBE1	17.03
DAG1	12.625
INSM1	0
NAA20	32.855
CCDC36	0.3
ARHGEF10L	58.515
EHBP1L1	7.36
TMEM196	0
SSSCA1	26.245
AGR3	0.05
PTPRM	4.74
TXK	0.45
VEGFB	33.115
PEAK1	1.87
MST1	541.595
GMPPB	13.095
MOB1B	0.865
SNX33	6.605
C2orf70	0
NABP1	3.825
WSCD2	0
ADGRF3	0.115
XCR1	0.045
CCDC106	14.37
CCR9	0.065
CEP83	1.29
PC	89.735
KCNQ2	0.015
SCAI	0.555
GPRC6A	0
LRFN4	0.71
TRAPPC3L	0.235
SLC19A1	69.605
HSPB7	0.96
RCE1	5.79
TAS1R1	0.11
TACR2	0.315
BCLAF3	0.865
PSMD1	20.425
ADGRG2	0.2
MUC13	0.045
SUSD5	0.085
HEG1	2.25
WFIKKN2	0.05
C1orf100	0.23
CD7	8.54
TOPAZ1	0
CNP	22.68
JUP	30.74
HAP1	0.495
SPATA20	16.76
TDRD12	0.145
ENDOV	7.615
RNF213	15.48
KCNH6	0.015
MARCH10	0.035
PLK3	1.1
DPY19L1	3.045
SRI	18.075
PHOSPHO1	0.475
PHC3	4.225
GPR160	0.465
CBX2	0.575
SPTBN2	26.33
GOLIM4	26.455
KRT28	0
C1QTNF1	10.295
EIF4G3	5.2
SWSAP1	2.03
SLCO4C1	2.08
LRRC63	0.03
TCAP	1.045
CCS	83.42
NUP37	2.355
NRROS	0.92
KLHL15	1.135
FBXO45	1.715
SPERT	0.01
FAM46D	0
SLC25A30	8.505
CD34	1.29
CTSF	65.235
MSRB3	0.585
SEMA3A	0.02
C16orf91	7.575
FAM174A	7.2
RGMB	1.845
FAM53A	0.94
NWD2	0.015
CYB561D1	0.76
GTSE1	0.385
ZDHHC24	4.155
TRMT10C	5.29
SELP	0.955
CTU2	8.55
MGA	1.69
C12orf66	1.985
SNX31	0
PRPF8	69.665
SEMA3C	0.395
DDX23	23.665
ZNHIT2	7.14
EVX2	0.01
ZBTB4	3.98
ZHX3	7.35
PHLDA3	1.02
SLC16A11	10.285
SLC16A13	57.27
CHRNA9	0
EXO1	0.06
RALGAPA1	3.15
ACAT1	228.365
LIG4	2.595
TRHR	0
ABRA	0.01
ATP2A2	27.98
ZWILCH	1.265
VWC2L	0.01
GRAMD4	12.78
GALNTL6	0.065
LINGO2	0.005
DENND4A	2.24
SLC26A9	0.01
MFSD4A	0.715
PELI3	2.285
CACNA1G	0.015
CELSR1	3.015
TTC9B	0.06
MYO1H	0.01
TMEM81	1.495
IL20RB	2.6
NPAS4	0
WNT8B	0.395
ANGEL2	5.7
UGT8	0.205
KY	0.005
IQCK	1.18
SLCO2A1	0.575
BRSK2	0.145
LEP	0.075
SH3PXD2B	1.02
KIAA1551	8.735
NR1D2	6.06
RPL15	469.295
FAM241A	2.35
HRAS	21.085
WDR49	0.01
SRP72	12.74
SLC25A40	0.995
PCP2	0.92
CEP135	0.475
FZD4	3.99
DENND6A	1.795
PDE12	4.235
TIMM21	14.945
CATSPERD	0.155
ADD2	0.035
C3orf33	0.78
SEZ6L2	0.295
ASPHD1	0.225
KCTD13	5.555
P2RY14	0.14
AMZ1	5.045
GPR171	0.16
GPR149	0
FGF4	0
CD164L2	0.025
FUT1	0.82
DHX36	8.86
FBXW8	1.82
CA5A	34.525
KLC2	2.295
SLC22A1	1054.005
RASAL2	0.95
CHST2	0.475
ZDHHC14	19.12
ATR	3.625
GK5	0.865
VCPIP1	1.235
RTP1	0
DES	5.69
VPS9D1	9.075
SPSB4	0.34
RAG2	0
TRAF6	1.935
PACS1	3.96
WFDC5	0
SH3BP5L	7
YPEL2	2.505
CADM2	0.31
PSMD2	51.045
PPM1E	0.135
INHBC	48.945
PCCA	29.55
TNFRSF12A	5.56
MARK3	17.48
NPPA	0.705
ZNF408	3.795
CKAP5	13.33
ARHGAP1	9.425
MED16	21.26
ATG13	19.105
GAL3ST3	0
CHST1	0.43
SLC25A3	197.99
VWA3A	0.035
TP53I11	7.89
DOLK	6.175
PHYHD1	41.39
ANKS4B	6.925
FNDC3B	7.22
GRAMD2A	0.11
ISX	0.005
TMEM9B	11.1
NRIP3	0.16
SCUBE2	0.915
FOSL2	2.875
SMAD2	8.95
CLTB	42.45
LPL	0.015
RFESD	0.54
TBC1D10C	3.505
PPP2R2D	15.705
MCTP1	0.185
OR52W1	0.015
DPP10	0.16
CACNG4	0.02
GPR152	0
UBQLNL	0.165
UBQLN3	0.02
LIPT2	1.88
KCNE3	0.945
CABP4	1.665
LONRF3	2.87
UCP3	0.35
FRYL	4.25
UCP2	9.075
P2RY2	2.52
SUGCT	12.73
CCDC85B	18.305
TMEM131	4.24
TMEM70	21.805
RPS6KB2	30.14
RMI2	0.545
TOM1L2	6.685
GPR156	0.005
B3GNTL1	1.98
FSCN1	10.27
NR2F1	8.27
AURKAIP1	112.68
TTLL11	1.755
PRIMA1	0.18
MOCOS	10.235
MSRA	41.26
CTDNEP1	20.905
ETV4	0.285
GAPT	0.28
BAIAP2	88.015
CREG2	0.285
DLX6	0.03
PLD1	7.47
ZDHHC21	0.35
TSPEAR	0.96
PLEKHF2	2.66
ARL4D	33.05
DOK7	0.93
LRRN1	0.12
UBE2O	4.675
ORAI3	23.715
KLHL38	0.01
UNC119B	3.315
DENND2C	1.885
PLEKHD1	0.015
ASCL3	0
TUBB6	16.33
LYSMD3	6.155
AMIGO3	0.415
B3GALT6	9.66
C11orf16	0.055
TMPRSS7	0.005
JAKMIP2	2.11
TPRN	4.88
ZNF683	0.205
CRYBG2	0.34
DLG1	8.875
IP6K1	5.195
SSNA1	42.705
CHMP6	12.085
MC5R	0
TMEM39A	6.76
TCP11L1	0.93
GPX2	12.61
CCDC57	120.695
HSF5	0.015
BNIP3	55.535
ENTHD1	0
MYPOP	2.915
LRRTM4	1.615
ATAD5	0.1
SMIM19	36.23
OR11H6	0
RTTN	4.535
ANAPC2	15.905
SEC31B	5.59
SLC35G1	1.63
ZSCAN2	4.785
SART3	6.965
B3GNT4	0.395
HSD11B2	3.845
CRLF3	3.035
RNPEP	17.215
DMRTA1	1.66
ARHGAP15	2.115
DNAJC30	6.83
VPS37D	8.575
SYNE3	1.405
CLK2	13.005
LPCAT4	2.565
SLCO3A1	1.825
PAX2	0.08
DIRAS1	0.055
PHLDB3	13.025
GNG7	2.24
USF3	3.4
OR4C3	0
MAP3K9	0.485
EXOSC7	18.69
CNTD1	0.115
CNBD1	0
KBTBD11	6.06
B3GNT5	0.12
MAP3K19	0
LMNB2	4.67
RMDN1	17.765
HORMAD2	0.585
KIFAP3	3.5
MYO1D	5.535
FOXL1	0.045
FOXC2	0.075
BDNF	0
ACSF3	14.955
BOK	61.62
PFN4	0.12
CDK5R1	0.305
TCERG1L	0.03
NCKAP5	0.655
RUFY1	12.205
MCM6	1.39
VSIG10	5.2
IRX5	0
METRNL	3.825
GRIN1	0
PXMP2	260.375
REXO2	21.54
OR51T1	0
MAMSTR	0.175
C8G	333.475
EFCAB5	0.05
GCNT4	0.08
MUC20	5.22
SHMT1	285.86
DPP7	59.195
SEC24C	25.045
FMR1NB	0.075
SMCR8	1.095
MTHFR	4.33
MTX3	0.665
FBXO46	3.365
ZDHHC13	0.585
SLC38A9	9.235
ACER2	0.155
WDR73	4.82
POLE	51.575
FAM109B	0.74
SCN4B	0.215
PTPN23	6.095
ZDHHC22	0
ZBTB34	0.705
ULK1	15.285
MLH1	10.87
RIMKLA	0.05
CLVS1	0.235
RPS6KA3	5.765
B3GNT8	0.735
PUS1	18.405
SPACA4	0.175
TRIM72	0.045
KCNA3	0.15
GJD4	0.07
KCNA2	0
TOP3A	7.75
CASKIN2	5.435
ZBTB38	4.53
C10orf71	0
LRRN4CL	0.41
TIMM22	3.57
PPFIA3	4.295
KLHL20	5.705
UBE2U	0
PAWR	5.535
TGIF1	10.095
MIEF2	3.975
NIM1K	0.18
ERICH5	4.8
RGS11	0.83
NR2C2	2.685
OLIG3	0
CAVIN1	7.49
RBM44	0.055
ZBED2	0
IRX3	0.7
SLC46A1	13.45
ST8SIA3	0.025
OR2B11	0
RABEP2	4.455
NHLH2	0
ATOX1	98.87
FAM187B	0.09
SAMD12	0.345
PLXNA2	1.65
JUN	13.66
PGBD5	1.825
GBA	18.265
ACAD9	15.2
MBOAT4	0.035
TEX44	0.015
AGTRAP	11.77
NAALADL2	0.47
ANKRD13A	7.8
FAM20C	46.11
NECTIN3	5.81
TMEM94	18.855
FLII	47.34
SOX12	7.685
HNRNPA0	22.185
YIPF7	0.04
MYOZ1	0.095
ZNF518A	0.815
TMEM187	7.805
SVBP	5.1
CCDC184	0.14
ZBTB41	0.4
CAPZA3	0.225
MAMDC4	58.675
BAIAP2L1	14.8
TRAF4	31.585
IMP3	36.435
ODF3B	19.25
C2orf73	0.01
PAG1	0.91
DMAP1	14.085
CALHM5	0.09
ALS2CL	12.785
MLF1	0.37
PRSS42	0.315
NDUFAF3	67.31
GPATCH1	3.005
C2orf69	1.91
GRAMD1C	5.375
STAP2	101.03
TSSK6	1.19
DALRD3	11.045
ZNF518B	0.67
AMER3	0.07
ZNF366	0.32
LCORL	0.62
PARD6G	1.53
ZC3H12D	0.455
NT5C2	6.95
PLEC	12.07
SH2D4B	0
RNF212	0.21
PRSS36	3.94
GALNT11	10.605
SLITRK1	0.015
MCAM	2.845
WDR6	22.885
TMPRSS9	1.92
AQP11	6.65
TMEM11	12.745
KCNG2	0.12
SHISA3	0.01
GPC4	0.24
CALML3	0.485
PLEKHM3	0.79
CCDC185	0
FAM220A	4.475
DNAJC22	35.635
NEUROG2	0
MBNL3	8.415
BEND3	0.555
NT5DC1	13.72
GLDC	49.42
MCMDC2	0.11
P4HTM	8.04
UCN3	0
KLHL11	0.46
CAMSAP3	16.275
AMBN	0
CA8	0.02
CD28	0.61
EPM2AIP1	1.92
ERBB4	0.015
MAF	22.415
CTNNBIP1	7.55
OTOS	0
ERN1	3.98
GPR35	0.31
C10orf53	0.15
CSRNP3	0.285
PARP10	33.38
KDM7A	0.925
XAB2	12.585
SUZ12	2.175
KCTD12	0.915
GRINA	209.745
THBD	0.92
ERFE	0.45
FAM219B	7.79
CPNE7	0.22
RIIAD1	0
MPI	15.94
OPLAH	22.53
TMEM139	6.4
RNF186	0.46
MSC	0.675
APOLD1	0.545
RFLNA	0.1
DPY19L3	1.445
NMRK2	0.08
FOXE1	0
PFAS	5.495
HYI	74.865
C17orf62	18.64
GAK	26.835
ZBTB7A	6.635
DGKD	4.41
ERICH3	0.175
RMI1	0.875
CTC1	6.66
SNX18	3.865
EXD1	0.1
CTTNBP2	0.305
TAS1R2	0
C14orf39	0
KLHDC7A	3.03
RRS1	13.38
EXOC3L1	2.01
RCC2	8.36
ACTL6B	0.33
CYC1	144
PER1	20.14
RARB	0.72
TMTC2	0.165
FARSA	35.395
C10orf67	0.14
SAMD4B	26.685
ALOXE3	0
EDC3	4.905
TCAIM	10.085
TOP2B	9.98
TMEM125	0.49
CALR	483.68
LDLRAD3	1.505
CDH4	0.27
C2orf71	0
TM9SF3	12.155
GADD45GIP1	61.08
DAND5	0.245
TMEM151A	0.085
PTPN11	15.335
NSUN7	0.27
CLK3	15.37
ETV1	0.55
GATA2	0.4
ARID3B	1.375
PACS2	10
EGR3	0.05
CATSPERE	0.39
GPC5	0.75
VWA1	124.295
DNAJB8	0.02
GEMIN4	3.48
FJX1	0.925
KLHL28	0.665
ZBTB18	4.575
C14orf28	2.655
ALOX12B	0.03
SLC17A8	0.105
SHARPIN	40.995
PPP1R12B	2.18
DNHD1	5.19
SLITRK4	0.01
HTR1D	0.045
GCC1	5.68
LSMEM2	0.075
RNF151	0.045
CIITA	1.495
ZFPM1	18.545
PLD6	1.72
DNAJC10	6.19
GPHB5	0
GRM8	0.115
CDC42EP4	18.5
ZBTB42	3.3
TPPP2	9.2
FCER1A	1.6
RPRML	0.07
ARL14	0.03
PIPOX	194.175
FOXS1	0.1
ATOH7	0.21
CDH5	5.995
LRRC3B	0.08
IL4R	20.86
SERTAD2	3.585
AKAP5	0.24
GIPC3	0.52
CITED4	41.3
C1orf194	0.15
B3GNT3	0.625
GPBAR1	0.59
PAK3	0.205
BBS10	1.17
PUF60	65.735
TSHZ1	5.785
PSTK	2.745
CAPN6	0.13
ZADH2	21.215
ZNF48	2.48
C3orf80	0.02
NKX2-6	0
TMEM150B	0.96
TMEM86B	22.325
SEPT1	4.365
TRNAU1AP	4.94
DCX	0.005
C12orf40	0.015
FAHD1	45.99
TDRP	4.685
MYLPF	0.25
F2	1021.205
PRKRA	6.9
ZNRF2	7.93
RRH	0.015
SLC9A4	0.105
FGD6	0.445
ADGRD2	0
GPR139	0
PLD5	0.065
SPAG6	0.15
OAZ2	58.245
PNPLA1	0.05
ALX1	0
CCDC43	2.305
KCTD4	0
FZD2	0.195
TIGD2	5.06
CCDC129	0.015
EXOSC5	13.215
HCLS1	9.265
MTURN	0.835
ZNF609	4.825
CCDC66	1.505
MCFD2	28.015
HARBI1	1.52
DYNC1I2	9.96
SERTM1	0
GAS1	0.925
ARHGAP45	12.525
GLIPR1L2	1.895
MIGA1	1.16
NRIP1	2.78
APBB1IP	12.695
BHLHA15	1.425
RNF182	0
FUT7	0.13
MB21D2	0.145
GSX2	0
SSTR2	0.715
PCGF5	11.465
SLC47A2	0.26
YOD1	0.89
TMEM64	6.14
SHISA2	0.03
S1PR5	0.83
FAM76B	3.185
CLRN3	20.865
GPR157	4.38
CHST13	75.88
AGTR2	0
SLC36A4	0.795
ZDHHC20	4.465
OR51E1	0
ARSJ	0.38
SIRT6	6.285
BHLHE22	0.075
MAP6D1	0.385
GREM2	6.51
C11orf42	0.26
TYR	0
CAPS2	1.19
CUEDC1	3.1
SCRIB	18.6
KCTD2	4.81
D2HGDH	24.21
OXTR	0.06
CMTR2	2.405
FAM83H	7.2
GPR62	0.175
POLD3	2.325
ST20	4.79
OR52E4	0
MRPL14	77.56
GPR137C	0.24
ACTN2	0.315
BBS12	0.165
LSMEM1	1.465
NQO1	1.1
FKRP	6.055
TRAPPC5	119.41
CAPZB	57.005
RPH3AL	11.825
SLC25A42	48.545
FCRL6	1.005
SLC26A11	3.825
CHRM2	0.16
MAPK15	0.175
EHMT1	18.93
ADIPOQ	0.065
F2R	2.335
MUC16	0
PENK	0.085
C4orf50	0.01
ZNF746	3.465
POLR2A	11.81
NAALAD2	0.255
TMEM132C	0.02
SLC25A41	0.305
TMEM136	0.33
TMEM102	2.99
TMEM132E	0.295
NME9	0.23
HEPHL1	0.01
LRRC75A	0.605
JADE1	5.37
OFCC1	0.04
CFAP65	0.07
OGFOD3	18.005
AATK	0.57
ZNF467	6.945
SLC25A43	4.15
SOX2	0
RAP2B	1.53
ZBTB2	1.575
ACBD4	50.42
SGSH	7.215
UBE2A	9.365
MAB21L2	0.34
FANCB	0.015
SETD2	7.205
TMIE	1.015
MEX3D	5.88
FGFR1	4.31
GPR135	0.18
P2RY13	0.58
TNFSF15	0.065
ATG9B	5.02
GPR88	1.49
PLAG1	0.08
YIPF6	10.03
ZBTB20	1.76
C3orf58	3.09
C5orf30	0.14
AMIGO1	1.225
TMEM252	0.135
ODF3L2	0.165
OR5AS1	0
SMC1B	0.03
SIAH2	26.57
OR6S1	0
SLC9A9	1.345
LSM10	28.105
RELL1	2.24
RFX7	0.955
SLC35C1	14.98
TTC22	2.035
FBLN1	2.91
TIGIT	0.535
SLC2A4	9.58
IBA57	3.62
CLDN7	11.58
C5orf24	13.07
ADO	2.175
OR4P4	0
ITGA8	0.235
PRKAG1	20.905
NEUROG1	0
CCDC149	2.435
RTKN2	0.025
CHST15	2.615
CST7	5.175
USH1G	0
MGAT4C	0
IDH2	112.585
TMEM259	99.945
TMEM30B	4.595
MAP2	0.425
DEXI	45.95
FAM89A	2.89
KCNIP1	0.03
TDRKH	1.255
IST1	22.655
ERCC6L2	2.945
ENPP7	10.31
CREB3L2	3.975
P2RY8	0.61
UNC5C	0.095
TSEN54	8.02
RGMA	0.12
UBA7	21.34
RAD51B	0.46
EXT1	21.785
MOB2	13.01
HHIPL1	0.21
BACE2	1.54
UBE2E2	7.085
SYNM	2.065
ARAF	42.355
KCNA4	0
NLRP10	0
FIGN	0.58
TMIGD1	0
MCCC1	20.7
GLTPD2	57.545
ZNF804B	0
LAMP3	0.085
KBTBD3	3.345
YBEY	9.375
NXPH4	0.09
FAP	0.025
OTOL1	0
KCNK4	0.02
TSHZ2	1.055
CAPN12	8.555
XKRX	0.015
LHFPL1	0
PHTF2	1.06
NEBL	0.9
FES	15.865
TBPL2	1.995
CAV3	0.015
LIMK2	2.625
MFSD5	5.275
ADI1	229.385
ACER3	1.33
CLEC4G	49.955
NXPH3	0.09
CSF1R	5.66
EPHB3	0.425
ACTL10	0.3
EPGN	0
UBE2K	65.335
HS3ST4	0.045
TRAK1	7.795
TSPAN10	2.115
PLCB1	0.455
SKA2	6.355
RXFP3	0
CCDC172	0.04
PIK3C3	7.86
NTM	0.13
TTC3	10.57
KCNB2	0
BRICD5	2.35
TSKU	107.37
RGS6	0.085
HOXB4	0.285
SLC35D3	0
PAQR7	3.67
PAPPA	0.01
MAFA	0.01
GRID1	0.14
TIGAR	1.25
CCDC87	0.11
C1orf116	0.265
DDX28	3.015
ACBD3	5.82
PLCXD3	0.1
VMO1	5.455
TULP3	1.61
LCK	2.82
GALNT9	0.075
RBM10	13.275
ADGRG3	0.225
TCHHL1	0
RGS7	0.02
SYNJ2	1.94
SLC25A18	27.285
C11orf54	27.015
CEP63	8.115
OTOP3	0
ODF3L1	0
GJC1	0.31
SOX1	0.015
CNOT10	6.545
MTA1	30.99
CADM1	32.59
PYCR1	2.54
NAA38	91.045
PPP2R5C	32.2
SLC25A21	1.63
PCP4	0
ABAT	121.66
CAMK1D	9.715
RBFOX1	0.08
LYSMD4	3.16
WBP2NL	0.18
NKX2-5	0.18
AFMID	129.82
GAS6	9.18
FREM3	0
BEGAIN	0.365
FAM43B	0.07
CSMD1	0
CALHM3	0
PTGDR2	0.505
CEP57L1	2.785
FANCF	1.325
GABRR3	0.005
C2CD4C	0.53
EDN1	0.315
PRR36	0.13
DDX41	30.04
ABHD16B	3.995
CCDC60	0
CCBE1	1.03
MLLT10	4.69
ZNF623	1.595
CCDC125	5.355
REC114	0.04
BCOR	4.82
JRKL	1.015
CABCOCO1	0.02
OVCH2	0.035
SYNDIG1L	0.015
FHL3	2.83
PMCH	0
TMEM89	0
C19orf71	1.94
CCDC159	14.465
RIPK4	4.83
ADCYAP1R1	0.08
LRIT3	0.06
GRIN2A	0.05
URAD	0
ASB7	1.71
SH2D7	0
GPR132	0.35
FGF20	0.01
MEX3B	0.16
FAM46C	0.595
COA5	17.935
UTP11	7.23
PSMG1	15.995
PRR14L	2.925
ACSM5	110.24
C10orf120	0
IZUMO1R	0
PCBP3	0.65
P2RY10	0.155
PGPEP1L	0
ZNRF3	4.15
FBXL7	0.5
GKN2	0
FAM167B	10.41
MRPL54	67.67
ITM2A	2.215
ZNF438	1.745
HMCES	19.4
CCR3	0.065
RP1L1	0.37
C11orf88	0.055
MARCH11	0.035
KLHL25	2.105
NRDC	43.24
FAM19A1	0
GPR1	0.06
RFLNB	2.31
EFHC2	0.005
NOG	0.03
OPCML	0.14
CMTM4	2.165
TMEM50A	17.87
NPBWR1	0.15
CBX6	3.365
MACC1	0.215
TBL3	15.055
ACP7	0.355
KREMEN1	1.84
TRAIP	0.335
CHEK2	3.26
FOXL2	0
KCTD16	0
B3GALT5	0.04
ZNF703	1.3
SLC35F3	0
TUBA8	1.8
EMILIN3	0.15
TNRC6C	1.365
OLFML1	1.35
CCR4	0.195
ANKRD45	0.2
MAATS1	0.39
CBFA2T2	2.56
FAM3B	0.49
IQGAP3	0.1
TOB2	11.995
SCN5A	0.005
ARSI	0.195
LRRC55	0.31
BRINP1	0.08
DNAH2	0.32
SH2D1A	0.495
SDR42E2	0.08
PRKX	0.56
KCNH8	0.03
PP2D1	0.03
NPB	0.095
ITCH	6.83
ST6GALNAC3	0.27
TMPRSS2	7.075
DENND5A	10.14
VPS33B	4.485
TBX1	0.535
ADAP2	2.24
FAM120C	1.43
PKD2L2	0.715
NIPSNAP1	111.425
CNTN2	0.03
LRTOMT	6.04
KCNQ3	0
ADRA2C	0.385
NR2C2AP	4.97
TP53INP2	23.615
CRELD2	26.375
GPR173	0.45
SNRNP35	13.61
DGAT2L6	0
SDF4	101.37
IRAK1	27.83
CMSS1	5.475
OLIG1	0.085
PCDH9	0.24
OAF	310.525
ALDH1A3	0.495
HIST2H2AC	0.975
KCNK12	0.005
HIST2H2AB	0
ENPP4	0.9
USH1C	0.52
MYH7B	1.635
POU6F1	2.495
TM2D3	26.975
TSSC4	17.085
TACSTD2	0.56
SIX6	0
PRKD1	0.57
ZDHHC23	0.995
BPIFB2	0.145
SLIT3	0.61
