GENE_NAME	human.mean
PAQR8	0.22
TANC2	0.39
PKHD1	0
CAVIN3	9.67
DCDC1	0
HAS2	0
KDM5A	5.66
PDGFD	1.37
DDI1	0
HS6ST2	0.33
PYGO1	24.69
LRRC8E	0.35
PKIA	81.02
ADAM11	0.07
OR13H1	0
FEZ2	45.91
ALK	0
NIPAL3	0.82
PPP2R3A	18.21
MTM1	8.94
INSR	70.41
MFN1	9.82
GIMAP8	2.46
NRTN	0
KCNMB3	0.12
KCNG3	0
PRKCE	4.28
OR2K2	0
JAGN1	22.88
TADA3	32.36
SOCS5	8.78
MORN4	1.71
ZNF672	19.83
ZNF692	8.26
ABCB11	0
NAIF1	3.24
RBKS	1.18
GRIK1	0
TRIM8	33.25
DHRS9	0.27
NETO2	0.37
SCAND1	9.82
LRG1	0.11
SHCBP1	0
CD5L	0
SOSTDC1	0
NPTX1	0.24
GAA	30.17
CANT1	8.52
KCNK3	0.1
CHST11	0.46
CHD7	7.97
PTGS2	0.33
LURAP1	0.05
CLCN5	1.38
KCND3	0.46
KRT9	0
PDE7B	0.85
KRT20	0
GLOD5	0
KSR2	0.01
MCC	1.78
ZBTB26	1.89
MAP3K13	2.24
DSEL	0.69
POLR1C	8.26
ASXL1	19.35
DLK2	0.06
ZNF318	7.88
WIPF2	4.18
HOPX	0.87
ST6GAL1	14.05
LRRC8C	1.8
MROH2B	0
OR1N2	0
COL24A1	0
ETFDH	31.9
RXFP1	0
LPAR3	0
PTGER4	2.22
OTP	0
ECEL1	0
BCL2L1	32.26
FGG	0.06
AP2B1	38.4
PICALM	72.11
FGB	0.11
PLRG1	16.2
DNAI2	0
NMUR1	0.12
CLSTN1	33.58
NSF	19.68
PIK3CD	0.51
SLC25A33	11.71
ENC1	2.32
SPSB1	22.77
P2RY6	0.16
S100Z	0
GPR82	0.05
GPR34	1
ATF7IP	18.84
RGS19	0.64
TCEA2	21.23
ANO5	30.33
HDAC3	24.22
SPATA46	0
GPHN	17.42
VAT1L	0.83
CLASP1	23.59
TMEM51	0.97
CAMTA1	85.38
LGALS4	0
LRRC34	0.55
PAH	0
SPATA5L1	5.09
GATM	19.59
NXNL1	0
RASGRP4	0.64
MRPS34	32.63
NHLH1	0
SLFNL1	0.16
BCL2	8.33
RHNO1	2.65
CTPS1	17.49
KNDC1	0
METTL18	2.41
COL8A2	0.81
NOTCH3	21.9
PCDHB1	0
ANGPTL7	3.51
FBXL14	1.6
EXOSC10	20.96
MLLT3	1.07
TRAPPC12	45.07
MRM3	12.57
PTEN	25.64
PRNP	71.22
ADRA1D	0.11
PPP2R2C	0.13
FRMD5	0.62
AQP4	3.95
TLN2	4.71
ZNF217	3.06
SCG2	0.07
ATPAF2	8.7
CYP4F22	0
FOXB1	0
PPIH	7.42
C20orf196	5.67
JMJD1C	10.77
SYNPO	618.76
THOP1	12.93
GAP43	0.07
EPHX4	0.26
LAMB2	70.82
USP19	46.39
QARS	72.09
TAC1	0
CDHR2	0
KLF11	16.47
LRRC15	0
EIF2AK3	6.49
MOB3A	12.3
NME6	7.15
CD8B	0
CALB2	0.59
SNCB	0.2
SLC9C1	0
FRMD3	5.84
SNTB1	7.69
MTBP	0.43
MALT1	4.94
ISG20	2.81
TSG101	65.06
MBOAT1	0.78
ID4	2.26
GPR22	0
CXCR6	0.14
CEBPB	188.51
ATOH1	0
C5orf34	0
NEGR1	8.13
DPAGT1	7.79
BSG	182.13
HINFP	8.16
OR10V1	0
CERS6	4.38
ATP2A3	0.51
SPTLC3	0.07
B3GALT1	6.07
OR5A1	0
POP7	32.35
ALG14	0.32
CA12	0.12
SUCLG2	87.38
STARD5	0
CSDC2	0.7
IL16	0.55
ABCG4	0
GNB2	125.23
CFAP53	1.6
MCRIP2	18.08
MGLL	17.81
C2CD2L	12.95
GNG12	11.41
PRSS27	0.04
MYOZ2	73.05
SYNPO2	1678.92
DNAJB7	0.34
NTN4	5.11
EFCAB3	0
TTC36	0.34
RSPH9	0.16
GTPBP2	35.14
IL17D	12.57
OR5AR1	0
FUT9	0
BCS1L	19.73
ZNF24	18.37
MANEA	2.54
AFF1	85.91
ACOT12	0.16
FIBP	29.74
CARNS1	1.18
NUAK1	6.05
BANP	6.75
PPP1CA	80.39
HCFC1	13.47
FAM170B	0
CTSW	1.06
NIPAL4	0
SNTG2	0.41
FNDC9	0
PDE3A	1.83
ZNF263	8.86
DPP8	14.68
RASGRP1	0.09
KLHL6	0.08
CHCHD1	20.49
MRPL52	36.9
SMPDL3A	23.76
RAD9A	2.85
EFEMP2	10.65
TMEM134	16.61
SLC24A1	0.48
ZMAT3	2.5
ZFAND4	1.8
THEMIS	0.01
MOS	0
CORO1B	5.98
FUT10	1.32
LRRC20	35.53
ZNF532	29.39
MUS81	11.13
PURG	0.13
EFCAB12	0.04
SCARF1	1.48
FAM192A	23.06
RAB43	0.15
FADS6	0
RAB37	0.36
SNX32	0.06
CYP7B1	0.51
OVOL1	0
LMAN1	42.02
CES4A	6.63
PDP2	1.19
KRT2	0
METAP1D	3.07
EGFL7	6.63
HACD3	3.31
DHCR7	8.07
LVRN	0.74
NBEA	2.91
MRGPRF	3.39
OXSR1	31.61
IPCEF1	0.03
LCLAT1	1.9
KAT5	31.88
GXYLT2	0.9
DCAKD	12.98
ARPP21	51.34
ZZEF1	27.46
CCDC96	1.2
RELA	59.49
EVC2	0.37
FAM222B	41.89
RXFP4	0
HPSE	0.35
NOX3	0
COQ2	11.71
CCDC63	0
LRRN3	1.95
KDM2A	23.03
ADCK5	2.22
NOC3L	10.45
RHOD	15.24
RAPH1	4.13
ADCY5	0.95
ABCD2	0.02
AHSA2	2.77
ABLIM3	25.95
CX3CL1	17.64
SLC12A1	0
MAB21L3	0.03
VANGL1	0.39
IQCB1	3.55
SYT12	0.02
GOLGB1	7.2
C11orf86	0
LIPM	0
GPR151	0
DMRT2	0.59
MYDGF	14.35
PLAC8L1	0.24
GPR137	6.81
SNCG	7.7
MMRN2	15.99
TNKS	22.67
PPP1R3B	26.48
ANO8	4.4
STOX2	1.07
MAP3K11	7.6
TRIB1	11.01
SFT2D3	0
C1QB	24.35
C1QA	18.14
NDNF	2.01
TUBE1	3.25
DAG1	68.33
INSM1	0
NAA20	118.68
CCDC36	0.56
ARHGEF10L	23.96
EHBP1L1	77.17
TMEM196	0
SSSCA1	15.19
AGR3	0
PTPRM	21.54
TXK	0
VEGFB	72.12
PEAK1	6.55
MST1	1.07
GMPPB	7.54
MOB1B	3.15
SNX33	2.73
C2orf70	0
NABP1	2.22
WSCD2	0.08
ADGRF3	0
XCR1	0.03
CCDC106	4.82
CCR9	0.12
CEP83	3.44
PC	3.64
KCNQ2	0
SCAI	2.27
GPRC6A	0
LRFN4	3.11
TRAPPC3L	0.08
SLC19A1	0.59
HSPB7	1225.25
RCE1	2.54
TAS1R1	0.02
TACR2	2.51
BCLAF3	2.93
PSMD1	79.03
ADGRG2	0.33
MUC13	0.07
SUSD5	2.55
HEG1	6.79
WFIKKN2	0.57
C1orf100	0.07
CD7	0.11
TOPAZ1	0
CNP	17.84
JUP	41.3
HAP1	0.07
SPATA20	9.77
TDRD12	0.08
ENDOV	5.22
RNF213	19.4
KCNH6	0
MARCH10	0
PLK3	1.71
DPY19L1	2.3
SRI	19.12
PHOSPHO1	0.67
PHC3	7.15
GPR160	2.18
CBX2	0
SPTBN2	0.46
GOLIM4	10.82
KRT28	0
C1QTNF1	9.06
EIF4G3	37.37
SWSAP1	0.22
SLCO4C1	0.07
LRRC63	0
TCAP	376.11
CCS	8.97
NUP37	8.97
NRROS	0.52
KLHL15	4.81
FBXO45	7.98
SPERT	0
FAM46D	0
SLC25A30	7.47
CD34	43.36
CTSF	67.82
MSRB3	25.08
SEMA3A	0.21
C16orf91	2.45
FAM174A	13.27
RGMB	23.73
FAM53A	0.4
NWD2	0
CYB561D1	1.34
GTSE1	0
ZDHHC24	3.09
TRMT10C	14.06
SELP	3.05
CTU2	7.73
MGA	4.4
C12orf66	7.29
SNX31	0.34
PRPF8	123.59
SEMA3C	5.13
DDX23	31.94
ZNHIT2	5.94
EVX2	0
ZBTB4	39.3
ZHX3	13.26
PHLDA3	29.68
SLC16A11	0.03
SLC16A13	0.15
CHRNA9	0
EXO1	0
RALGAPA1	7.24
ACAT1	189.69
LIG4	4.73
TRHR	0
ABRA	37.75
ATP2A2	740.46
ZWILCH	1.32
VWC2L	0
GRAMD4	6.4
GALNTL6	0
LINGO2	0
DENND4A	8.18
SLC26A9	0.06
MFSD4A	1.23
PELI3	13.84
CACNA1G	0.01
CELSR1	0.09
TTC9B	0
MYO1H	0
TMEM81	5.36
IL20RB	0.11
NPAS4	0
WNT8B	0
ANGEL2	7.85
UGT8	0
KY	0.17
IQCK	13.99
SLCO2A1	2.36
BRSK2	0.04
LEP	0
SH3PXD2B	1.42
KIAA1551	3.21
NR1D2	36.71
RPL15	924.16
FAM241A	3.54
HRAS	24.55
WDR49	0.17
SRP72	23.95
SLC25A40	3.19
PCP2	0
CEP135	0.41
FZD4	7.79
DENND6A	6.71
PDE12	5.06
TIMM21	20.52
CATSPERD	0
ADD2	0
C3orf33	2.4
SEZ6L2	0.34
ASPHD1	0.16
KCTD13	2.13
P2RY14	3.11
AMZ1	0
GPR171	0.29
GPR149	0
FGF4	0
CD164L2	0
FUT1	0.38
DHX36	38.88
FBXW8	1.79
CA5A	0
KLC2	43.32
SLC22A1	0.52
RASAL2	3.31
CHST2	0.6
ZDHHC14	3.57
ATR	9.42
GK5	2.61
VCPIP1	9.42
RTP1	0
DES	7683.23
VPS9D1	2.07
SPSB4	0.36
RAG2	0
TRAF6	5.53
PACS1	15.46
WFDC5	0
SH3BP5L	6.55
YPEL2	15.52
CADM2	1.7
PSMD2	289.48
PPM1E	0.08
INHBC	0.07
PCCA	8.25
TNFRSF12A	9.35
MARK3	40.24
NPPA	0
ZNF408	6.79
CKAP5	79.58
ARHGAP1	30.57
MED16	24.95
ATG13	21.26
GAL3ST3	0
CHST1	3.55
SLC25A3	486.7
VWA3A	0.27
TP53I11	8.07
DOLK	3.62
PHYHD1	5.53
ANKS4B	0
FNDC3B	20.7
GRAMD2A	0
ISX	0
TMEM9B	26.1
NRIP3	0.02
SCUBE2	1.39
FOSL2	79.97
SMAD2	47.93
CLTB	96.76
LPL	21.12
RFESD	3.19
TBC1D10C	0.39
PPP2R2D	25.73
MCTP1	4.37
OR52W1	0
DPP10	0.22
CACNG4	0.02
GPR152	0
UBQLNL	0
UBQLN3	0
LIPT2	1.08
KCNE3	0.3
CABP4	0.4
LONRF3	6.15
UCP3	237.39
FRYL	6.47
UCP2	42.87
P2RY2	12.22
SUGCT	2.72
CCDC85B	11.03
TMEM131	21.64
TMEM70	12.09
RPS6KB2	11.23
RMI2	0
TOM1L2	28.8
GPR156	0
B3GNTL1	2.78
FSCN1	1.96
NR2F1	0.26
AURKAIP1	63.85
TTLL11	6.64
PRIMA1	0.48
MOCOS	0.85
MSRA	5.57
CTDNEP1	205.14
ETV4	0.03
GAPT	0
BAIAP2	6
CREG2	0.4
DLX6	0.19
PLD1	2.27
ZDHHC21	1.83
TSPEAR	0
PLEKHF2	10.02
ARL4D	0.96
DOK7	3.81
LRRN1	0.91
UBE2O	11.86
ORAI3	4.2
KLHL38	76.71
UNC119B	5.57
DENND2C	9.24
PLEKHD1	0
ASCL3	0
TUBB6	7.8
LYSMD3	8.03
AMIGO3	0.33
B3GALT6	6.66
C11orf16	0
TMPRSS7	0
JAKMIP2	0
TPRN	3.1
ZNF683	0
CRYBG2	0
DLG1	43.41
IP6K1	7.84
SSNA1	20.89
CHMP6	6.21
MC5R	0
TMEM39A	5.17
TCP11L1	3.05
GPX2	0
CCDC57	3.17
HSF5	0
BNIP3	216.03
ENTHD1	0
MYPOP	8.21
LRRTM4	0.24
ATAD5	0
SMIM19	54.02
OR11H6	0
RTTN	1.3
ANAPC2	6.86
SEC31B	0.67
SLC35G1	0.68
ZSCAN2	2.1
SART3	14.14
B3GNT4	0.29
HSD11B2	0
CRLF3	1.95
RNPEP	14.51
DMRTA1	0.37
ARHGAP15	1.28
DNAJC30	6.02
VPS37D	0.05
SYNE3	0.86
CLK2	12.66
LPCAT4	4.08
SLCO3A1	4.39
PAX2	0
DIRAS1	1.23
PHLDB3	2.97
GNG7	1.27
USF3	14.4
OR4C3	0
MAP3K9	0.33
EXOSC7	26.47
CNTD1	1.13
CNBD1	0
KBTBD11	1.15
B3GNT5	7.09
MAP3K19	0
LMNB2	11.13
RMDN1	18.28
HORMAD2	0
KIFAP3	17.08
MYO1D	6.76
FOXL1	1.2
FOXC2	0.2
BDNF	0.1
ACSF3	10.12
BOK	0.28
PFN4	0
CDK5R1	0.74
TCERG1L	0
NCKAP5	0.06
RUFY1	21.01
MCM6	4.83
VSIG10	4.77
IRX5	1.88
METRNL	3.69
GRIN1	0.07
PXMP2	17.11
REXO2	18.83
OR51T1	0
MAMSTR	8.94
C8G	0.98
EFCAB5	0
GCNT4	0.25
MUC20	0.77
SHMT1	11.24
DPP7	18.55
SEC24C	56.35
FMR1NB	0
SMCR8	2.73
MTHFR	4.43
MTX3	1.32
FBXO46	5.76
ZDHHC13	2.43
SLC38A9	5.8
ACER2	0.57
WDR73	6.33
POLE	3.72
FAM109B	0.64
SCN4B	2.86
PTPN23	30.58
ZDHHC22	0
ZBTB34	2.48
ULK1	31.63
MLH1	18.13
RIMKLA	0.27
CLVS1	0
RPS6KA3	40.69
B3GNT8	0.21
PUS1	7.02
SPACA4	0
TRIM72	44.07
KCNA3	0.09
GJD4	0
KCNA2	0
TOP3A	5.6
CASKIN2	7.47
ZBTB38	42.95
C10orf71	129.94
LRRN4CL	2.44
TIMM22	5.07
PPFIA3	1.3
KLHL20	5.58
UBE2U	0
PAWR	0.93
TGIF1	30.6
MIEF2	4.87
NIM1K	0.19
ERICH5	0
RGS11	0.1
NR2C2	11.34
OLIG3	0
CAVIN1	130.56
RBM44	0.09
ZBED2	0
IRX3	3.1
SLC46A1	1
ST8SIA3	0
OR2B11	0
RABEP2	0.55
NHLH2	0
ATOX1	15.59
FAM187B	0
SAMD12	0.14
PLXNA2	3.04
JUN	49.83
PGBD5	0.71
GBA	6.94
ACAD9	24.9
MBOAT4	0
TEX44	0
AGTRAP	15.92
NAALADL2	1.66
ANKRD13A	8.19
FAM20C	10.87
NECTIN3	4.56
TMEM94	38.01
FLII	429
SOX12	1.13
HNRNPA0	33.63
YIPF7	24.44
MYOZ1	919.26
ZNF518A	1.43
TMEM187	1.84
SVBP	15.05
CCDC184	0.24
ZBTB41	4.67
CAPZA3	0
MAMDC4	0.06
BAIAP2L1	1.57
TRAF4	0.85
IMP3	19.48
ODF3B	1.36
C2orf73	0
PAG1	0.9
DMAP1	20.87
CALHM5	0.3
ALS2CL	1.15
MLF1	13.22
PRSS42	0.24
NDUFAF3	104.52
GPATCH1	3.28
C2orf69	6.43
GRAMD1C	0.06
STAP2	0.7
TSSK6	0.21
DALRD3	8.77
ZNF518B	7.09
AMER3	0
ZNF366	0.43
LCORL	5.23
PARD6G	1.38
ZC3H12D	0
NT5C2	30.78
PLEC	129.37
SH2D4B	0
RNF212	0.09
PRSS36	0.23
GALNT11	6.09
SLITRK1	0.04
MCAM	28.7
WDR6	27.35
TMPRSS9	0
AQP11	0.72
TMEM11	59.37
KCNG2	0.08
SHISA3	0.76
GPC4	11.02
CALML3	0
PLEKHM3	1.05
CCDC185	0
FAM220A	32.87
DNAJC22	0.11
NEUROG2	0
MBNL3	1.01
BEND3	1.6
NT5DC1	11.74
GLDC	0.38
MCMDC2	1.39
P4HTM	7.66
UCN3	0
KLHL11	0.36
CAMSAP3	0
AMBN	0
CA8	1.56
CD28	0.46
EPM2AIP1	8.49
ERBB4	1.81
MAF	17.9
CTNNBIP1	3.22
OTOS	0
ERN1	6.34
GPR35	0.21
C10orf53	0
CSRNP3	0.1
PARP10	4.09
KDM7A	40.24
XAB2	24.21
SUZ12	7.37
KCTD12	31.22
GRINA	77.64
THBD	14.82
ERFE	5.32
FAM219B	12.1
CPNE7	0
RIIAD1	0
MPI	35.25
OPLAH	10.21
TMEM139	0.32
RNF186	0
MSC	0.48
APOLD1	21
RFLNA	0.23
DPY19L3	3.08
NMRK2	11.55
FOXE1	0.08
PFAS	4.22
HYI	7.08
C17orf62	4.62
GAK	4.86
ZBTB7A	19.93
DGKD	23.82
ERICH3	0
RMI1	4.9
CTC1	4.08
SNX18	6.53
EXD1	0
CTTNBP2	0.42
TAS1R2	0.11
C14orf39	0.78
KLHDC7A	0
RRS1	35.8
EXOC3L1	0.3
RCC2	6
ACTL6B	0
CYC1	196.07
PER1	71.74
RARB	0.46
TMTC2	0.77
FARSA	40.59
C10orf67	0.53
SAMD4B	26.4
ALOXE3	0
EDC3	6.88
TCAIM	18.7
TOP2B	40.4
TMEM125	0
CALR	206.37
LDLRAD3	6.17
CDH4	0.38
C2orf71	0
TM9SF3	25.67
GADD45GIP1	48.55
DAND5	0.08
TMEM151A	0
PTPN11	71.54
NSUN7	0
CLK3	29.65
ETV1	1.2
GATA2	3.34
ARID3B	1.43
PACS2	41.61
EGR3	0.41
CATSPERE	0.18
GPC5	0.05
VWA1	4.2
DNAJB8	0
GEMIN4	9.43
FJX1	1.11
KLHL28	5.35
ZBTB18	50.43
C14orf28	2.4
ALOX12B	0
SLC17A8	0
SHARPIN	35.99
PPP1R12B	60.28
DNHD1	1.23
SLITRK4	47.34
HTR1D	0
GCC1	5.99
LSMEM2	0.64
RNF151	0
CIITA	0.68
ZFPM1	0.8
PLD6	4.97
DNAJC10	15.58
GPHB5	0
GRM8	0
CDC42EP4	10.13
ZBTB42	2.54
TPPP2	1.44
FCER1A	0
RPRML	0.03
ARL14	0
PIPOX	0.32
FOXS1	0.68
ATOH7	0.08
CDH5	16.48
LRRC3B	2.79
IL4R	1.39
SERTAD2	8.87
AKAP5	0.11
GIPC3	0.42
CITED4	9.7
C1orf194	0
B3GNT3	0
GPBAR1	0
PAK3	0.05
BBS10	7.27
PUF60	60.06
TSHZ1	4.31
PSTK	2.38
CAPN6	0.32
ZADH2	16.37
ZNF48	2.98
C3orf80	0
NKX2-6	0
TMEM150B	0.26
TMEM86B	0.78
SEPT1	0.32
TRNAU1AP	6.05
DCX	0.02
C12orf40	0
FAHD1	8.34
TDRP	0.91
MYLPF	497.28
F2	0
PRKRA	81.24
ZNRF2	5.38
RRH	0
SLC9A4	0
FGD6	0.9
ADGRD2	0
GPR139	0
PLD5	0
SPAG6	0
OAZ2	88.42
PNPLA1	0.08
ALX1	0
CCDC43	38.86
KCTD4	0
FZD2	0.33
TIGD2	2.06
CCDC129	0
EXOSC5	23.79
HCLS1	2.21
MTURN	23.84
ZNF609	4.6
CCDC66	4.48
MCFD2	38.57
HARBI1	1.54
DYNC1I2	32.54
SERTM1	0
GAS1	7.41
ARHGAP45	0.18
GLIPR1L2	0.72
MIGA1	6.9
NRIP1	29.58
APBB1IP	0.92
BHLHA15	0.25
RNF182	0.09
FUT7	0
MB21D2	2.03
GSX2	0
SSTR2	1.53
PCGF5	46.17
SLC47A2	0.25
YOD1	4.29
TMEM64	8.88
SHISA2	3.09
S1PR5	0.01
FAM76B	1.46
CLRN3	0
GPR157	16.68
CHST13	0
AGTR2	0
SLC36A4	1.19
ZDHHC20	4.26
OR51E1	0.16
ARSJ	0.24
SIRT6	2.09
BHLHE22	0
MAP6D1	2.44
GREM2	0
C11orf42	0
TYR	0
CAPS2	3.4
CUEDC1	35.24
SCRIB	23.68
KCTD2	26.25
D2HGDH	4.64
OXTR	0.1
CMTR2	4.05
FAM83H	0.04
GPR62	0.23
POLD3	7.01
ST20	0.22
OR52E4	0
MRPL14	80.13
GPR137C	0.13
ACTN2	1152.25
BBS12	0.21
LSMEM1	2.45
NQO1	12.66
FKRP	6.95
TRAPPC5	19.9
CAPZB	168.71
RPH3AL	1.84
SLC25A42	27.29
FCRL6	0.45
SLC26A11	0.98
CHRM2	0
MAPK15	0
EHMT1	11.62
ADIPOQ	0.79
F2R	2.71
MUC16	0
PENK	0
C4orf50	0
ZNF746	2.83
POLR2A	23.04
NAALAD2	0.29
TMEM132C	0.32
SLC25A41	0.1
TMEM136	0.44
TMEM102	0.59
TMEM132E	0
NME9	0.82
HEPHL1	0.07
LRRC75A	2.67
JADE1	13.68
OFCC1	0
CFAP65	0
OGFOD3	13.18
AATK	0.16
ZNF467	0.11
SLC25A43	1.14
SOX2	0.02
RAP2B	0.81
ZBTB2	9.94
ACBD4	2.21
SGSH	3.41
UBE2A	42.98
MAB21L2	0.01
FANCB	0
SETD2	17.89
TMIE	0.05
MEX3D	1.28
FGFR1	11.03
GPR135	1.12
P2RY13	0.06
TNFSF15	0.1
ATG9B	0.44
GPR88	0.24
PLAG1	0.46
YIPF6	15.26
ZBTB20	0.49
C3orf58	4.81
C5orf30	10.55
AMIGO1	12.95
TMEM252	0.53
ODF3L2	0.91
OR5AS1	0
SMC1B	0
SIAH2	13.71
OR6S1	0
SLC9A9	2.56
LSM10	65.55
RELL1	10.58
RFX7	12.29
SLC35C1	4.91
TTC22	0.01
FBLN1	33.63
TIGIT	0
SLC2A4	151.03
IBA57	1.88
CLDN7	0
C5orf24	12.5
ADO	7.65
OR4P4	0
ITGA8	3.31
PRKAG1	65.87
NEUROG1	0
CCDC149	5.57
RTKN2	0
CHST15	5.8
CST7	0.6
USH1G	0
MGAT4C	0
IDH2	461.84
TMEM259	24.71
TMEM30B	1.84
MAP2	1.05
DEXI	43.18
FAM89A	1.4
KCNIP1	0
TDRKH	4.26
IST1	32.88
ERCC6L2	4.65
ENPP7	0
CREB3L2	7.46
P2RY8	0.93
UNC5C	0.27
TSEN54	4.42
RGMA	61.4
UBA7	2.33
RAD51B	0.83
EXT1	2.04
MOB2	36.41
HHIPL1	0.05
BACE2	5.9
UBE2E2	18.23
SYNM	327.16
ARAF	62.99
KCNA4	0
NLRP10	0
FIGN	0.56
TMIGD1	0
MCCC1	8.99
GLTPD2	0.06
ZNF804B	0
LAMP3	0
KBTBD3	1.2
YBEY	8.96
NXPH4	0
FAP	4.68
OTOL1	0
KCNK4	0
TSHZ2	1.58
CAPN12	0.04
XKRX	0.06
LHFPL1	0
PHTF2	40.09
NEBL	0.39
FES	1.31
TBPL2	0
CAV3	39.45
LIMK2	4.19
MFSD5	11.66
ADI1	36.86
ACER3	3.39
CLEC4G	0
NXPH3	1.63
CSF1R	3.29
EPHB3	0.03
ACTL10	0.04
EPGN	0
UBE2K	27.68
HS3ST4	0
TRAK1	64.44
TSPAN10	0.17
PLCB1	1.47
SKA2	3.1
RXFP3	0
CCDC172	0
PIK3C3	14.04
NTM	0.36
TTC3	9.27
KCNB2	0
BRICD5	0.19
TSKU	1.96
RGS6	0.76
HOXB4	0.28
SLC35D3	0
PAQR7	1.33
PAPPA	0.08
MAFA	11.25
GRID1	0.63
TIGAR	6.72
CCDC87	0.26
C1orf116	0.28
DDX28	6.6
ACBD3	26.64
PLCXD3	0.78
VMO1	0.48
TULP3	6.8
LCK	0.06
GALNT9	0
RBM10	12.4
ADGRG3	1.13
TCHHL1	0
RGS7	0
SYNJ2	3.78
SLC25A18	0.9
C11orf54	16.67
CEP63	29.73
OTOP3	0
ODF3L1	0.34
GJC1	0.89
SOX1	0
CNOT10	10.59
MTA1	26.43
CADM1	2.62
PYCR1	9.3
NAA38	17.71
PPP2R5C	35.76
SLC25A21	0
PCP4	0.32
ABAT	0.49
CAMK1D	0.48
RBFOX1	103.03
LYSMD4	2.88
WBP2NL	0.78
NKX2-5	0
AFMID	4.2
GAS6	57.7
FREM3	0
BEGAIN	0.17
FAM43B	0.1
CSMD1	0
CALHM3	0
PTGDR2	0.55
CEP57L1	3.86
FANCF	1.41
GABRR3	0
C2CD4C	0.02
EDN1	5.19
PRR36	0.02
DDX41	19.07
ABHD16B	0.19
CCDC60	0
CCBE1	0.36
MLLT10	7.03
ZNF623	6.11
CCDC125	1.72
REC114	0
BCOR	16.98
JRKL	3.17
CABCOCO1	0.29
OVCH2	0
SYNDIG1L	0.05
FHL3	1092.35
PMCH	0.54
TMEM89	0
C19orf71	0
CCDC159	0.57
RIPK4	0
ADCYAP1R1	0.32
LRIT3	0.09
GRIN2A	0.01
URAD	0
ASB7	1.87
SH2D7	0
GPR132	0.06
FGF20	0
MEX3B	0.52
FAM46C	19.35
COA5	21.12
UTP11	117.98
PSMG1	46.03
PRR14L	3.67
ACSM5	2.29
C10orf120	0
IZUMO1R	0
PCBP3	0
P2RY10	0.22
PGPEP1L	5.52
ZNRF3	3.38
FBXL7	2.25
GKN2	0
FAM167B	1.72
MRPL54	13.56
ITM2A	19.33
ZNF438	14.65
HMCES	34.68
CCR3	0
RP1L1	0.02
C11orf88	0
MARCH11	0
KLHL25	0.92
NRDC	367.15
FAM19A1	0
GPR1	0.43
RFLNB	2.62
EFHC2	0.35
NOG	1.2
OPCML	0.15
CMTM4	6.18
TMEM50A	51.27
NPBWR1	0
CBX6	4.39
MACC1	0
TBL3	46.12
ACP7	0.17
KREMEN1	8.45
TRAIP	0.49
CHEK2	0.46
FOXL2	0
KCTD16	0.01
B3GALT5	0
ZNF703	46.76
SLC35F3	0
TUBA8	48.37
EMILIN3	0.03
TNRC6C	5.58
OLFML1	2.46
CCR4	0.03
ANKRD45	0.02
MAATS1	0.06
CBFA2T2	4.43
FAM3B	0.09
IQGAP3	0.04
TOB2	39.99
SCN5A	0.67
ARSI	0.06
LRRC55	0.11
BRINP1	0
DNAH2	0.06
SH2D1A	0.1
SDR42E2	0
PRKX	0.31
KCNH8	0
PP2D1	0.11
NPB	0
ITCH	19.54
ST6GALNAC3	1.03
TMPRSS2	0
DENND5A	16.57
VPS33B	3.24
TBX1	65.1
ADAP2	1.14
FAM120C	5.77
PKD2L2	0.03
NIPSNAP1	0.76
CNTN2	0.04
LRTOMT	7.27
KCNQ3	0
ADRA2C	0.82
NR2C2AP	8.67
TP53INP2	8.73
CRELD2	6.43
GPR173	0
SNRNP35	39.45
DGAT2L6	0
SDF4	33.53
IRAK1	25.04
CMSS1	89.66
OLIG1	0.1
PCDH9	0.58
OAF	2.86
ALDH1A3	5.48
HIST2H2AC	0.22
KCNK12	0.01
HIST2H2AB	0
ENPP4	15.86
USH1C	0
MYH7B	1.44
POU6F1	13.61
TM2D3	35.58
TSSC4	20.7
TACSTD2	0
SIX6	0
PRKD1	1.05
ZDHHC23	0.92
BPIFB2	0
SLIT3	3.38
EFNA5	3.63
MAP7D2	0
CSF1	5.93
TP73	0.02
COLEC10	0
ACTRT3	0.38
PLA2G6	5.18
MAML2	2.14
SS18L1	3.32
COPB2	25.44
LRRC19	0
TOLLIP	35.27
KNTC1	1.03
CCR10	0.24
NCMAP	0.31
BPIFC	0
WDR27	2.4
TXNRD2	5.99
FOXO4	47.35
POU3F2	0
PTP4A3	140.34
UBE2D4	44.13
TMEM255B	1.69
GAST	0
NUTM1	0
HDDC3	9.21
DHRS7C	15.13
CLUL1	0
DUSP8	8.31
SOCS3	23.1
SLITRK6	0
LPAR5	0
XPOT	19.91
TMEM173	9.53
PDE4B	10.07
FAM19A3	0
RUNX1T1	1.79
C14orf180	0.08
SNN	39.51
KCNH7	0
NELL2	0.28
MED12	15.36
SEPT9	29.15
CDH17	0
AMER1	1.4
ZBTB40	4.45
CLDN6	0
LRRC26	0
SERINC4	0
FAM110C	0.01
ATL3	8
NDUFA12	178.08
UBE2G2	34.14
SATL1	1.19
OSBP2	3.23
TUSC5	0.67
FKBP7	2.49
PRR16	1.82
TMED9	36.82
DRD1	0
SDR42E1	0
RBM33	12.58
BTBD6	33.51
OSBPL6	27.78
H1FX	40
RBM43	2.08
IMMP2L	16.76
JAG2	9.75
FMNL1	1.26
PTRHD1	21.19
WT1	0.01
