GENE_NAME	human.mean
KIF5B	95.94
GPR37	0.26
AKAP13	74.02
CDCA4	3.97
SDR16C5	18.02
DYDC1	0.64
CHCHD7	30.26
HTRA3	39.32
NLE1	2.66
FOXN2	11.77
BFSP2	0
FSHR	0
CEL	0.77
PPM1D	7.33
KBTBD2	40.63
RIOX2	14.33
KIAA0232	11.86
MTSS1	19.32
TMEM43	59.68
RNF139	22.98
RPS9	1552.18
CYTL1	55.95
FNDC8	0
TRH	0.41
MSANTD4	5.28
OSCAR	9.02
PAQR8	4.63
TANC2	8.95
PKHD1	0
CAVIN3	17.62
DCDC1	1.17
HAS2	2.95
KDM5A	9.7
PDGFD	4.31
DDI1	0
HS6ST2	1.43
PYGO1	2.34
LRRC8E	1.57
PKIA	14
ADAM11	0.15
OR13H1	0
FEZ2	46.94
ALK	0.02
NIPAL3	11.81
PPP2R3A	4.07
MTM1	9.18
INSR	11.39
MFN1	9.85
GIMAP8	45.1
NRTN	0.71
KCNMB3	0.41
KCNG3	0.1
PRKCE	100.86
OR2K2	0
JAGN1	15.21
TADA3	30.55
SOCS5	11.06
MORN4	2.72
ZNF672	19.02
ZNF692	13.32
ABCB11	0
NAIF1	2.95
RBKS	13.1
GRIK1	0.08
TRIM8	77.33
DHRS9	12.22
NETO2	6.94
SCAND1	14.89
LRG1	11.64
SHCBP1	0.62
CD5L	1.1
SOSTDC1	21.69
NPTX1	2.67
GAA	31.99
CANT1	21.52
KCNK3	18.7
CHST11	16.31
CHD7	6.22
PTGS2	110.49
LURAP1	1.29
CLCN5	1.42
KCND3	2.58
KRT9	0.13
PDE7B	1.27
KRT20	0
GLOD5	0.79
KSR2	0.03
MCC	9.89
ZBTB26	2.29
MAP3K13	33.55
DSEL	3
POLR1C	7.85
ASXL1	40.98
DLK2	0.51
ZNF318	5.06
WIPF2	10.44
HOPX	420.16
ST6GAL1	51.82
LRRC8C	11.8
MROH2B	0
OR1N2	0
COL24A1	0.48
ETFDH	10.53
RXFP1	3.29
LPAR3	5.44
PTGER4	18.27
OTP	0
ECEL1	0.58
BCL2L1	120.36
FGG	362.91
AP2B1	62.57
PICALM	218.92
FGB	1.98
PLRG1	14.86
DNAI2	9.23
NMUR1	1.19
CLSTN1	50.7
NSF	11.22
PIK3CD	8.66
SLC25A33	2.62
ENC1	3.83
SPSB1	31.97
P2RY6	0.39
S100Z	0.16
GPR82	0.13
GPR34	2.65
ATF7IP	11.28
RGS19	10.51
TCEA2	32.91
ANO5	2.19
HDAC3	22.57
SPATA46	0.11
GPHN	7.7
VAT1L	0.86
CLASP1	11.61
TMEM51	13.84
CAMTA1	121.86
LGALS4	0.59
LRRC34	4.89
PAH	0
SPATA5L1	4.1
GATM	7.34
NXNL1	0
RASGRP4	3.27
MRPS34	28
NHLH1	0
SLFNL1	0.13
BCL2	5.51
RHNO1	7.92
CTPS1	12.56
KNDC1	2.47
METTL18	1.9
COL8A2	3.45
NOTCH3	36.06
PCDHB1	0.05
ANGPTL7	0.88
FBXL14	4.02
EXOSC10	18.04
MLLT3	10.33
TRAPPC12	18.52
MRM3	5.29
PTEN	47.49
PRNP	197.75
ADRA1D	1.04
PPP2R2C	0
FRMD5	0.23
AQP4	84.94
TLN2	2.08
ZNF217	22.31
SCG2	0.97
ATPAF2	5.2
CYP4F22	0.4
FOXB1	0
PPIH	20.82
C20orf196	6.47
JMJD1C	67.55
SYNPO	96.36
THOP1	4.83
GAP43	0.57
EPHX4	0.2
LAMB2	223.39
USP19	7.43
QARS	57.52
TAC1	0.57
CDHR2	0.19
KLF11	21.57
LRRC15	0.78
EIF2AK3	12.97
MOB3A	14.68
NME6	3.43
CD8B	5.48
CALB2	4.44
SNCB	0.24
SLC9C1	0
FRMD3	3.35
SNTB1	18.08
MTBP	0.51
MALT1	11.67
ISG20	160.85
TSG101	64.7
MBOAT1	7.24
ID4	53.57
GPR22	0
CXCR6	3.96
CEBPB	180.78
ATOH1	0
C5orf34	1.58
NEGR1	19.02
DPAGT1	21.92
BSG	207.15
HINFP	10.48
OR10V1	0
CERS6	11.09
ATP2A3	14.06
SPTLC3	3.9
B3GALT1	0.11
OR5A1	0
POP7	13.62
ALG14	0.34
CA12	2.79
SUCLG2	47.01
STARD5	5.64
CSDC2	8.02
IL16	12.55
ABCG4	0
GNB2	198.42
CFAP53	8.16
MCRIP2	6.45
MGLL	52.09
C2CD2L	7.4
GNG12	88.31
PRSS27	0.34
MYOZ2	1.25
SYNPO2	32.79
DNAJB7	0
NTN4	35.25
EFCAB3	0.1
TTC36	0.55
RSPH9	6.68
GTPBP2	47.75
IL17D	6.41
OR5AR1	0
FUT9	0.01
BCS1L	7.06
ZNF24	29.51
MANEA	6.39
AFF1	29.6
ACOT12	0
FIBP	22.12
CARNS1	0.68
NUAK1	6.69
BANP	7.54
PPP1CA	48.14
HCFC1	14.84
FAM170B	0
CTSW	24.59
NIPAL4	1.27
SNTG2	1.05
FNDC9	0
PDE3A	12.81
ZNF263	18.1
DPP8	8.56
RASGRP1	6.01
KLHL6	8.66
CHCHD1	23.53
MRPL52	35.23
SMPDL3A	16.35
RAD9A	9.89
EFEMP2	61.24
TMEM134	15.68
SLC24A1	4.08
ZMAT3	9.13
ZFAND4	5.29
THEMIS	2.9
MOS	0
CORO1B	21.32
FUT10	2.26
LRRC20	1.65
ZNF532	19.75
MUS81	16.92
PURG	0.16
EFCAB12	5.25
SCARF1	26.37
FAM192A	35.07
RAB43	5.18
FADS6	0
RAB37	10.42
SNX32	0.13
CYP7B1	5.15
OVOL1	0.45
LMAN1	70.82
CES4A	9.17
PDP2	2.82
KRT2	0
METAP1D	1.15
EGFL7	85.34
HACD3	24.65
DHCR7	23.49
LVRN	0.64
NBEA	4.48
MRGPRF	14.4
OXSR1	22.1
IPCEF1	4.64
LCLAT1	5.95
KAT5	22.98
GXYLT2	4.8
DCAKD	14.54
ARPP21	0.05
ZZEF1	7.25
CCDC96	4.06
RELA	84.45
EVC2	1.15
FAM222B	9.61
RXFP4	0.08
HPSE	4.42
NOX3	0
COQ2	4.28
CCDC63	0
LRRN3	4.46
KDM2A	35.67
ADCK5	0.93
NOC3L	7.41
RHOD	4.46
RAPH1	14.19
ADCY5	2.76
ABCD2	0.78
AHSA2	18.54
ABLIM3	20.17
CX3CL1	308.54
SLC12A1	0.04
MAB21L3	0
VANGL1	2.49
IQCB1	17.03
SYT12	0.34
GOLGB1	13.3
C11orf86	0
LIPM	0
GPR151	0
DMRT2	3.84
MYDGF	100.49
PLAC8L1	0
GPR137	12.99
SNCG	18.86
MMRN2	70.01
TNKS	7.36
PPP1R3B	17.39
ANO8	1.74
STOX2	1.35
MAP3K11	55.79
TRIB1	55.92
SFT2D3	0
C1QB	290.15
C1QA	341.01
NDNF	71.61
TUBE1	12.04
DAG1	20.11
INSM1	0.07
NAA20	39.47
CCDC36	0.17
ARHGEF10L	7.34
EHBP1L1	40.39
TMEM196	0
SSSCA1	30.72
AGR3	69.55
PTPRM	74.98
TXK	2.38
VEGFB	143.43
PEAK1	26.24
MST1	1.55
GMPPB	8.81
MOB1B	12.7
SNX33	19.59
C2orf70	0.52
NABP1	46.01
WSCD2	0.54
ADGRF3	0.06
XCR1	0.44
CCDC106	3.13
CCR9	0.35
CEP83	5.13
PC	1.76
KCNQ2	0
SCAI	2.18
GPRC6A	0
LRFN4	1.61
TRAPPC3L	0.94
SLC19A1	6.3
HSPB7	27.31
RCE1	12.4
TAS1R1	0.07
TACR2	0.52
BCLAF3	3.7
PSMD1	40.66
ADGRG2	0.93
MUC13	2.97
SUSD5	4.25
HEG1	52.84
WFIKKN2	0.83
C1orf100	0
CD7	16.66
TOPAZ1	0
CNP	20.46
JUP	52.21
HAP1	0.33
SPATA20	13.1
TDRD12	0
ENDOV	5.14
RNF213	37.75
KCNH6	0.02
MARCH10	3.65
PLK3	18.59
DPY19L1	13.14
SRI	123.59
PHOSPHO1	4.9
PHC3	13.12
GPR160	12.89
CBX2	0.52
SPTBN2	2.45
GOLIM4	24.79
KRT28	0
C1QTNF1	32.65
EIF4G3	21.94
SWSAP1	0.61
SLCO4C1	1.83
LRRC63	0.2
TCAP	0.97
CCS	16.08
NUP37	7.43
NRROS	4.05
KLHL15	5.74
FBXO45	4.29
SPERT	0
FAM46D	0
SLC25A30	9.73
CD34	81.6
CTSF	56.91
MSRB3	46.62
SEMA3A	5.54
C16orf91	6.77
FAM174A	43.3
RGMB	12.91
FAM53A	0.44
NWD2	0
CYB561D1	1.47
GTSE1	0.47
ZDHHC24	4.42
TRMT10C	8.22
SELP	35.35
CTU2	4.39
MGA	3.56
C12orf66	2.61
SNX31	0
PRPF8	69.06
SEMA3C	47.26
DDX23	46.68
ZNHIT2	2.63
EVX2	0
ZBTB4	45.53
ZHX3	3.5
PHLDA3	28.75
SLC16A11	3.38
SLC16A13	3.22
CHRNA9	0.03
EXO1	0.2
RALGAPA1	14.34
ACAT1	46.1
LIG4	7.53
TRHR	0
ABRA	0.99
ATP2A2	116.41
ZWILCH	2.98
VWC2L	0
GRAMD4	4.39
GALNTL6	0.08
LINGO2	0.19
DENND4A	15.08
SLC26A9	8.86
MFSD4A	8.04
PELI3	3.19
CACNA1G	0.21
CELSR1	14.19
TTC9B	0.01
MYO1H	0.43
TMEM81	2.66
IL20RB	1.63
NPAS4	0.2
WNT8B	0.03
ANGEL2	10.02
UGT8	1.64
KY	0.02
IQCK	16.27
SLCO2A1	90.76
BRSK2	0.29
LEP	0.05
SH3PXD2B	9.32
KIAA1551	42.92
NR1D2	17.38
RPL15	1429.66
FAM241A	8.88
HRAS	21.42
WDR49	7.68
SRP72	68.6
SLC25A40	6.75
PCP2	0.22
CEP135	1.97
FZD4	31.06
DENND6A	10.49
PDE12	5.16
TIMM21	6.63
CATSPERD	12.17
ADD2	1.28
C3orf33	2.01
SEZ6L2	1.92
ASPHD1	1.29
KCTD13	5.71
P2RY14	16.27
AMZ1	0.5
GPR171	2.79
GPR149	0
FGF4	0
CD164L2	6.65
FUT1	22.03
DHX36	22.14
FBXW8	2.76
CA5A	0
KLC2	8.84
SLC22A1	0.11
RASAL2	9.93
CHST2	5.77
ZDHHC14	6.77
ATR	8.36
GK5	7.17
VCPIP1	5.63
RTP1	0
DES	223.13
VPS9D1	3.03
SPSB4	0.53
RAG2	0
TRAF6	6.63
PACS1	35.72
WFDC5	0
SH3BP5L	5.98
YPEL2	20.36
CADM2	0.75
PSMD2	66.29
PPM1E	0.3
INHBC	0
PCCA	13.67
TNFRSF12A	68.76
MARK3	44.55
NPPA	0.17
ZNF408	1.56
CKAP5	15.73
ARHGAP1	25.96
MED16	10.35
ATG13	16.52
GAL3ST3	0
CHST1	2.55
SLC25A3	328.05
VWA3A	5.05
TP53I11	39.57
DOLK	3.54
PHYHD1	18.48
ANKS4B	0
FNDC3B	45.45
GRAMD2A	7.07
ISX	0
TMEM9B	67.07
NRIP3	3.14
SCUBE2	4.47
FOSL2	133.1
SMAD2	46.89
CLTB	71.01
LPL	259.9
RFESD	3.55
TBC1D10C	7.78
PPP2R2D	20.34
MCTP1	34.39
OR52W1	0
DPP10	0.3
CACNG4	3.83
GPR152	0.13
UBQLNL	0.37
UBQLN3	0
LIPT2	0.46
KCNE3	5.39
CABP4	0.39
LONRF3	5.32
UCP3	0.45
FRYL	16.62
UCP2	78.53
P2RY2	4.02
SUGCT	1.97
CCDC85B	64.55
TMEM131	13.12
TMEM70	36.71
RPS6KB2	18.36
RMI2	1.12
TOM1L2	17.53
GPR156	0.24
B3GNTL1	2.79
FSCN1	25.47
NR2F1	45.6
AURKAIP1	37.57
TTLL11	3.81
PRIMA1	0.51
MOCOS	1.28
MSRA	14.58
CTDNEP1	77.66
ETV4	0.87
GAPT	2.69
BAIAP2	33.2
CREG2	0.94
DLX6	0
PLD1	5.77
ZDHHC21	3.93
TSPEAR	0.11
PLEKHF2	17.9
ARL4D	31.1
DOK7	0.71
LRRN1	2.38
UBE2O	6.34
ORAI3	11.54
KLHL38	0.47
UNC119B	20.85
DENND2C	2.58
PLEKHD1	0.1
ASCL3	0
TUBB6	81.7
LYSMD3	22.15
AMIGO3	0.83
B3GALT6	2.42
C11orf16	5.48
TMPRSS7	0.04
JAKMIP2	0.94
TPRN	5.42
ZNF683	1.42
CRYBG2	1.8
DLG1	24.67
IP6K1	14.18
SSNA1	17.18
CHMP6	7
MC5R	0
TMEM39A	15.26
TCP11L1	5.68
GPX2	6.35
CCDC57	8.31
HSF5	0
BNIP3	25.59
ENTHD1	0.17
MYPOP	2.88
LRRTM4	0.7
ATAD5	0.38
SMIM19	34.31
OR11H6	0
RTTN	1.71
ANAPC2	6.9
SEC31B	2.88
SLC35G1	2.05
ZSCAN2	3.25
SART3	18.11
B3GNT4	0.45
HSD11B2	2.94
CRLF3	9.38
RNPEP	33.25
DMRTA1	1
ARHGAP15	30.66
DNAJC30	1.36
VPS37D	0.67
SYNE3	3.89
CLK2	13.46
LPCAT4	16.47
SLCO3A1	24.61
PAX2	0
DIRAS1	0.79
PHLDB3	3.27
GNG7	2.3
USF3	5.22
OR4C3	0
MAP3K9	2.26
EXOSC7	27.93
CNTD1	1.57
CNBD1	0
KBTBD11	2.21
B3GNT5	25.26
MAP3K19	3.94
LMNB2	7.16
RMDN1	13.33
HORMAD2	0
KIFAP3	20.88
MYO1D	31.66
FOXL1	2.97
FOXC2	2.29
BDNF	0.95
ACSF3	5.82
BOK	10.5
PFN4	0.36
CDK5R1	0.7
TCERG1L	0
NCKAP5	7.26
RUFY1	28.5
MCM6	12.2
VSIG10	8.92
IRX5	2.78
METRNL	42.87
GRIN1	0.32
PXMP2	9.06
REXO2	84.07
OR51T1	0
MAMSTR	1.23
C8G	0.16
EFCAB5	0
GCNT4	1.72
MUC20	6.69
SHMT1	10.53
DPP7	46.99
SEC24C	30.23
FMR1NB	0
SMCR8	2.24
MTHFR	8.02
MTX3	2.04
FBXO46	5.13
ZDHHC13	7.65
SLC38A9	3.88
ACER2	1.97
WDR73	8.48
POLE	3.75
FAM109B	2.86
SCN4B	7.6
PTPN23	12.09
ZDHHC22	0.02
ZBTB34	4.79
ULK1	13.71
MLH1	12
RIMKLA	1.11
CLVS1	0.1
RPS6KA3	32.96
B3GNT8	4.28
PUS1	4.57
SPACA4	1.14
TRIM72	0.04
KCNA3	2.87
GJD4	0
KCNA2	0
TOP3A	8.61
CASKIN2	36.91
ZBTB38	39.97
C10orf71	0
LRRN4CL	6.03
TIMM22	4.51
PPFIA3	9.55
KLHL20	6.86
UBE2U	0
PAWR	41.35
TGIF1	62.75
MIEF2	3.12
NIM1K	0.37
ERICH5	2.4
RGS11	3.79
NR2C2	5.85
OLIG3	0
CAVIN1	270.12
RBM44	0.22
ZBED2	1.4
IRX3	14.27
SLC46A1	2.63
ST8SIA3	0
OR2B11	0
RABEP2	2.51
NHLH2	0.07
ATOX1	63.74
FAM187B	0
SAMD12	2.45
PLXNA2	32.43
JUN	193.52
PGBD5	0.91
GBA	19.39
ACAD9	11.15
MBOAT4	0.19
TEX44	0
AGTRAP	39.09
NAALADL2	2.09
ANKRD13A	34.71
FAM20C	27.27
NECTIN3	7
TMEM94	22.02
FLII	90.28
SOX12	4.13
HNRNPA0	97.18
YIPF7	0
MYOZ1	4.83
ZNF518A	2.85
TMEM187	3.11
SVBP	19.79
CCDC184	1.33
ZBTB41	4.92
CAPZA3	0
MAMDC4	0.59
BAIAP2L1	15.51
TRAF4	25.98
IMP3	12.57
ODF3B	36.05
C2orf73	1.63
PAG1	11.98
DMAP1	11.73
CALHM5	1.19
ALS2CL	11.95
MLF1	28.23
PRSS42	0.07
NDUFAF3	59.46
GPATCH1	1.87
C2orf69	10.25
GRAMD1C	6.64
STAP2	6.4
TSSK6	0
DALRD3	14.94
ZNF518B	6.96
AMER3	0
ZNF366	1.51
LCORL	6.99
PARD6G	3.49
ZC3H12D	1.09
NT5C2	43.12
PLEC	17.38
SH2D4B	0.35
RNF212	0.55
PRSS36	2.45
GALNT11	21.89
SLITRK1	0
MCAM	221.56
WDR6	38.03
TMPRSS9	0.02
AQP11	0.31
TMEM11	23.58
KCNG2	0.08
SHISA3	17.64
GPC4	30.39
CALML3	0.38
PLEKHM3	1.35
CCDC185	0
FAM220A	7.84
DNAJC22	0.05
NEUROG2	0
MBNL3	8.51
BEND3	1.08
NT5DC1	6.89
GLDC	0.39
MCMDC2	0.33
P4HTM	19.95
UCN3	1.22
KLHL11	1.06
CAMSAP3	2.91
AMBN	0
CA8	10.31
CD28	4.32
EPM2AIP1	7.44
ERBB4	0.7
MAF	28.4
CTNNBIP1	16.33
OTOS	0
ERN1	21.95
GPR35	0.85
C10orf53	0.19
CSRNP3	0.12
PARP10	7.06
KDM7A	14
XAB2	15.56
SUZ12	19.71
KCTD12	119.11
GRINA	159.49
THBD	69.59
ERFE	0.84
FAM219B	26.85
CPNE7	0.66
RIIAD1	6.92
MPI	8.95
OPLAH	1.3
TMEM139	2.45
RNF186	0
MSC	6.12
APOLD1	25.85
RFLNA	1.7
DPY19L3	7.5
NMRK2	0.11
FOXE1	0.19
PFAS	1.92
HYI	35.1
C17orf62	22.59
GAK	25.35
ZBTB7A	14.58
DGKD	16.17
ERICH3	11.43
RMI1	3.99
CTC1	14.67
SNX18	18.15
EXD1	0.22
CTTNBP2	1.26
TAS1R2	0
C14orf39	0
KLHDC7A	0.19
RRS1	6.74
EXOC3L1	2.12
RCC2	26.32
ACTL6B	0.13
CYC1	59.84
PER1	48.61
RARB	8.47
TMTC2	14.51
FARSA	11.37
C10orf67	0.69
SAMD4B	61.97
ALOXE3	0
EDC3	5.9
TCAIM	11.84
TOP2B	60.57
TMEM125	20.01
CALR	606.62
LDLRAD3	6.7
CDH4	0.31
C2orf71	0.03
TM9SF3	103.89
GADD45GIP1	44.59
DAND5	0.07
TMEM151A	0.02
PTPN11	43.2
NSUN7	5.95
CLK3	42.84
ETV1	28.55
GATA2	15.68
ARID3B	4.87
PACS2	13.78
EGR3	9.09
CATSPERE	0.74
GPC5	0.56
VWA1	20.38
DNAJB8	0
GEMIN4	5.17
FJX1	4.53
KLHL28	5.47
ZBTB18	16.25
C14orf28	4.41
ALOX12B	0.04
SLC17A8	0
SHARPIN	21.99
PPP1R12B	44.29
DNHD1	4.73
SLITRK4	0.76
HTR1D	0.17
GCC1	4.21
LSMEM2	0.05
RNF151	0
CIITA	8.55
ZFPM1	1.51
PLD6	1.78
DNAJC10	30.52
GPHB5	0
GRM8	0.2
CDC42EP4	42.92
ZBTB42	1.45
TPPP2	0.17
FCER1A	3.7
RPRML	0.61
ARL14	0
PIPOX	0.16
FOXS1	2.71
ATOH7	0
CDH5	243.53
LRRC3B	0.34
IL4R	102.15
SERTAD2	19.36
AKAP5	1.67
GIPC3	3.99
CITED4	21.8
C1orf194	46.48
B3GNT3	1.54
GPBAR1	0.93
PAK3	0.97
BBS10	6.82
PUF60	50.33
TSHZ1	11.44
PSTK	0.97
CAPN6	0.71
ZADH2	12.18
ZNF48	1.58
C3orf80	0.68
NKX2-6	0
TMEM150B	3.57
TMEM86B	2.09
SEPT1	3.22
TRNAU1AP	14.5
DCX	0
C12orf40	0
FAHD1	5.2
TDRP	14.54
MYLPF	0.84
F2	0
PRKRA	36.78
ZNRF2	12.31
RRH	0
SLC9A4	0.03
FGD6	5.41
ADGRD2	0
GPR139	0
PLD5	0.91
SPAG6	19.97
OAZ2	121.1
PNPLA1	0.04
ALX1	0
CCDC43	5.67
KCTD4	0.07
FZD2	0.86
TIGD2	1.36
CCDC129	0.05
EXOSC5	3.24
HCLS1	39.32
MTURN	36.57
ZNF609	18.27
CCDC66	8.91
MCFD2	49.77
HARBI1	0.62
DYNC1I2	57.59
SERTM1	1.3
GAS1	3.95
ARHGAP45	19.66
GLIPR1L2	1.81
MIGA1	4.68
NRIP1	9.37
APBB1IP	12.53
BHLHA15	0.41
RNF182	4.01
FUT7	0.42
MB21D2	6.06
GSX2	0
SSTR2	2.36
PCGF5	59.87
SLC47A2	0.28
YOD1	9.47
TMEM64	13.84
SHISA2	0.99
S1PR5	5.2
FAM76B	11.55
CLRN3	0
GPR157	6.43
CHST13	0.03
AGTR2	3.47
SLC36A4	11.46
ZDHHC20	15.05
OR51E1	0.01
ARSJ	7.27
SIRT6	4.76
BHLHE22	3.5
MAP6D1	0.19
GREM2	2.11
C11orf42	0.22
TYR	0
CAPS2	3.54
CUEDC1	12.08
SCRIB	9.24
KCTD2	15.01
D2HGDH	5.89
OXTR	1.28
CMTR2	5.63
FAM83H	4.22
GPR62	0.17
POLD3	9.7
ST20	3.17
OR52E4	0
MRPL14	96.64
GPR137C	1.52
ACTN2	7.7
BBS12	3.39
LSMEM1	1.92
NQO1	90.86
FKRP	6.57
TRAPPC5	29.12
CAPZB	255.15
RPH3AL	4.14
SLC25A42	3.15
FCRL6	2.67
SLC26A11	7.71
CHRM2	0.55
MAPK15	11.44
EHMT1	13.09
ADIPOQ	0.53
F2R	29.36
MUC16	6.61
PENK	11.58
C4orf50	0.1
ZNF746	5.79
POLR2A	26.87
NAALAD2	2.89
TMEM132C	1.64
SLC25A41	0
TMEM136	9.44
TMEM102	2.13
TMEM132E	0.01
NME9	3.48
HEPHL1	0
LRRC75A	8.42
JADE1	22.02
OFCC1	0
CFAP65	5.93
OGFOD3	13.91
AATK	3.02
ZNF467	15.24
SLC25A43	9.19
SOX2	6.05
RAP2B	10.46
ZBTB2	11.4
ACBD4	5.24
SGSH	15.27
UBE2A	55.4
MAB21L2	0.24
FANCB	0.99
SETD2	21.79
TMIE	0.63
MEX3D	10.35
FGFR1	89.03
GPR135	1.06
P2RY13	2.99
TNFSF15	1.69
ATG9B	1.33
GPR88	0.07
PLAG1	1.45
YIPF6	22.26
ZBTB20	1.14
C3orf58	16.74
C5orf30	4.22
AMIGO1	2.53
TMEM252	0.15
ODF3L2	0
OR5AS1	0
SMC1B	0
SIAH2	26.6
OR6S1	0
SLC9A9	8.73
LSM10	33.18
RELL1	32.05
RFX7	4.08
SLC35C1	4.79
TTC22	1.92
FBLN1	477.65
TIGIT	2.75
SLC2A4	2.85
IBA57	0.64
CLDN7	52.24
C5orf24	29.72
ADO	8.39
OR4P4	0
ITGA8	35.77
PRKAG1	29.42
NEUROG1	0
CCDC149	7.71
RTKN2	17.11
CHST15	13.98
CST7	54.33
USH1G	0.04
MGAT4C	0.18
IDH2	40.34
TMEM259	56.19
TMEM30B	21.5
MAP2	21.23
DEXI	30.49
FAM89A	43.28
KCNIP1	2.17
TDRKH	3.29
IST1	121.35
ERCC6L2	7.53
ENPP7	0.05
CREB3L2	31.94
P2RY8	2.77
UNC5C	2.46
TSEN54	19.58
RGMA	3.17
UBA7	25.51
RAD51B	3.77
EXT1	47.53
MOB2	29.06
HHIPL1	0.44
BACE2	36.25
UBE2E2	49.74
SYNM	41.35
ARAF	30.34
KCNA4	0.15
NLRP10	0
FIGN	0.56
TMIGD1	0
MCCC1	9.22
GLTPD2	0.37
ZNF804B	0
LAMP3	69.7
KBTBD3	5.99
YBEY	8.62
NXPH4	0.65
FAP	9.91
OTOL1	0
KCNK4	0.09
TSHZ2	1.45
CAPN12	4.8
XKRX	0.52
LHFPL1	0.24
PHTF2	14.65
NEBL	33.36
FES	14.78
TBPL2	0.12
CAV3	0.57
LIMK2	70.27
MFSD5	7.05
ADI1	39.06
ACER3	14.69
CLEC4G	0.74
NXPH3	3.73
CSF1R	11.97
EPHB3	2.9
ACTL10	0.2
EPGN	0.37
UBE2K	39.87
HS3ST4	0.02
TRAK1	25.24
TSPAN10	0.71
PLCB1	9.5
SKA2	17.6
RXFP3	0.05
CCDC172	0
PIK3C3	15.71
NTM	1.98
TTC3	25.02
KCNB2	0.09
BRICD5	1.43
TSKU	12.13
RGS6	2.4
HOXB4	5.88
SLC35D3	0.03
PAQR7	5.02
PAPPA	1.13
MAFA	0.13
GRID1	1.46
TIGAR	8.2
CCDC87	0
C1orf116	28.3
DDX28	0.64
ACBD3	42.68
PLCXD3	1.43
VMO1	9.7
TULP3	18.86
LCK	14.76
GALNT9	0.02
RBM10	10.41
ADGRG3	12.71
TCHHL1	0
RGS7	0.04
SYNJ2	5.07
SLC25A18	0.23
C11orf54	19.34
CEP63	17.51
OTOP3	0
ODF3L1	0.47
GJC1	8.22
SOX1	0
CNOT10	8.08
MTA1	19.18
CADM1	49.22
PYCR1	5.44
NAA38	29.9
PPP2R5C	100.52
SLC25A21	1.09
PCP4	0.34
ABAT	3.07
CAMK1D	4.03
RBFOX1	0
LYSMD4	3.17
WBP2NL	0.25
NKX2-5	0
AFMID	40.6
GAS6	90.03
FREM3	0.13
BEGAIN	0.28
FAM43B	0.38
CSMD1	0.77
CALHM3	0
PTGDR2	0.25
CEP57L1	4.11
FANCF	2.89
GABRR3	0
C2CD4C	0.21
EDN1	25.99
PRR36	0.73
DDX41	16.29
ABHD16B	1.69
CCDC60	5.35
CCBE1	13.86
MLLT10	11.5
ZNF623	3.54
CCDC125	4.05
REC114	0
BCOR	23.28
JRKL	4.74
CABCOCO1	11.16
OVCH2	0.87
SYNDIG1L	0.36
FHL3	22.17
PMCH	0.39
TMEM89	0
C19orf71	0
CCDC159	16
RIPK4	6.85
ADCYAP1R1	0.75
LRIT3	0.1
GRIN2A	0.14
URAD	0
ASB7	4.25
SH2D7	0.03
GPR132	1.65
FGF20	0
MEX3B	0.88
FAM46C	21.29
COA5	23.25
UTP11	19.36
PSMG1	17.62
PRR14L	4.97
ACSM5	0.52
C10orf120	0
IZUMO1R	0
PCBP3	1.91
P2RY10	4.36
PGPEP1L	0
ZNRF3	2.8
FBXL7	11.85
GKN2	41.14
FAM167B	12.81
MRPL54	28.28
ITM2A	125.95
ZNF438	7.13
HMCES	34.72
CCR3	0.67
RP1L1	0.08
C11orf88	35.22
MARCH11	0
KLHL25	3.73
NRDC	46.13
FAM19A1	0
GPR1	0.06
RFLNB	26.08
EFHC2	7.68
NOG	0.9
OPCML	0.03
CMTM4	15.74
TMEM50A	139.53
NPBWR1	0
CBX6	14.49
MACC1	3.86
TBL3	8.63
ACP7	0.18
KREMEN1	11.07
TRAIP	0.42
CHEK2	6.17
FOXL2	0
KCTD16	0.58
B3GALT5	0.02
ZNF703	6.62
SLC35F3	0.13
TUBA8	2.02
EMILIN3	0.43
TNRC6C	2
OLFML1	23.25
CCR4	3.66
ANKRD45	4.14
MAATS1	7.16
CBFA2T2	6.03
FAM3B	6.98
IQGAP3	0.22
TOB2	27.05
SCN5A	0.11
ARSI	4.72
LRRC55	0.02
BRINP1	0.35
DNAH2	4.53
SH2D1A	7.28
SDR42E2	0.3
PRKX	20.11
KCNH8	0.15
PP2D1	0.38
NPB	0
ITCH	22.44
ST6GALNAC3	15.58
TMPRSS2	47.29
DENND5A	70.72
VPS33B	5.2
TBX1	1.6
ADAP2	6.99
FAM120C	2.22
PKD2L2	0.4
NIPSNAP1	10.27
CNTN2	0.06
LRTOMT	17.45
KCNQ3	0.97
ADRA2C	1.51
NR2C2AP	11.01
TP53INP2	22.75
CRELD2	17.29
GPR173	0.79
SNRNP35	13.19
DGAT2L6	0
SDF4	64.31
IRAK1	14.71
CMSS1	25.91
OLIG1	0
PCDH9	0.64
OAF	15.94
ALDH1A3	25.26
HIST2H2AC	2.53
KCNK12	0
HIST2H2AB	0.23
ENPP4	31.06
USH1C	0.37
MYH7B	1.02
POU6F1	11.95
TM2D3	58.57
TSSC4	15.23
TACSTD2	118.22
SIX6	0
PRKD1	5.64
ZDHHC23	2.05
BPIFB2	38.2
SLIT3	40.91
EFNA5	4.11
MAP7D2	0.7
CSF1	74.31
TP73	2.06
COLEC10	0.99
ACTRT3	0.28
PLA2G6	6.3
MAML2	19.02
SS18L1	5.94
COPB2	60.03
LRRC19	0.35
TOLLIP	12.79
